County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Berrien,65-74 years,NH Black,At Least One Dose,1499,1625,92.25%
Berrien,65-74 years,NH Black,Up-To-Date,507,1625,31.2%
Berrien,65-74 years,NH White,At Least One Dose,11848,15218,77.86%
Berrien,65-74 years,NH White,Up-To-Date,5003,15218,32.88%
Berrien,75+ years,Hispanic,At Least One Dose,212,203,104.43%
Berrien,75+ years,Hispanic,Up-To-Date,70,203,34.48%
Berrien,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,111,145,76.55%
Berrien,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,41,145,28.28%
Berrien,75+ years,NH Black,At Least One Dose,890,971,91.66%
Berrien,75+ years,NH Black,Up-To-Date,289,971,29.76%
Berrien,75+ years,NH White,At Least One Dose,10376,11597,89.47%
Berrien,75+ years,NH White,Up-To-Date,4176,11597,36.01%
Berrien,under 5 years,Hispanic,At Least One Dose,43,996,4.32%
Berrien,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,25,196,12.76%
Berrien,under 5 years,NH Black,At Least One Dose,55,1707,3.22%
Berrien,under 5 years,NH White,At Least One Dose,329,5149,6.39%
Berrien,under 5 years,NH White,Up-To-Date,64,5149,1.24%
Branch,12-15 years,Hispanic,At Least One Dose,52,232,22.41%
Branch,12-15 years,NH White,At Least One Dose,351,2070,16.96%
Branch,12-15 years,NH White,Up-To-Date,36,2070,1.74%
Branch,16-19 years,Hispanic,At Least One Dose,103,214,48.13%
Branch,16-19 years,NH White,At Least One Dose,561,1764,31.8%
Branch,16-19 years,NH White,Up-To-Date,54,1764,3.06%
Branch,20-29 years,Hispanic,At Least One Dose,310,387,80.1%
Branch,20-29 years,Hispanic,Up-To-Date,13,387,3.36%
Branch,20-29 years,NH Black,At Least One Dose,21,192,10.94%
Branch,20-29 years,NH White,At Least One Dose,1375,4330,31.76%
Branch,20-29 years,NH White,Up-To-Date,97,4330,2.24%
Branch,30-39 years,Hispanic,At Least One Dose,322,362,88.95%
Branch,30-39 years,Hispanic,Up-To-Date,15,362,4.14%
Branch,30-39 years,NH Black,At Least One Dose,17,245,6.94%
Branch,30-39 years,NH White,At Least One Dose,1326,4552,29.13%
Branch,30-39 years,NH White,Up-To-Date,142,4552,3.12%
Branch,40-49 years,Hispanic,At Least One Dose,249,377,66.05%
Branch,40-49 years,NH Black,At Least One Dose,50,218,22.94%
Branch,40-49 years,NH White,At Least One Dose,1648,4370,37.71%
Branch,40-49 years,NH White,Up-To-Date,187,4370,4.28%
Branch,5-11 years,Hispanic,At Least One Dose,29,383,7.57%
Branch,5-11 years,NH White,At Least One Dose,285,3313,8.6%
Branch,5-11 years,NH White,Up-To-Date,44,3313,1.33%
Branch,50-64 years,Hispanic,At Least One Dose,276,280,98.57%
Branch,50-64 years,Hispanic,Up-To-Date,40,280,14.29%
Branch,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,37,52,71.15%
Branch,50-64 years,NH Black,At Least One Dose,122,223,54.71%
Branch,50-64 years,NH Black,Up-To-Date,24,223,10.76%
Branch,50-64 years,NH White,At Least One Dose,3969,8254,48.09%
Branch,50-64 years,NH White,Up-To-Date,904,8254,10.95%
Branch,65-74 years,Hispanic,At Least One Dose,57,54,105.56%
Branch,65-74 years,Hispanic,Up-To-Date,14,54,25.93%
Branch,65-74 years,NH White,At Least One Dose,3382,4731,71.49%
Branch,65-74 years,NH White,Up-To-Date,1307,4731,27.63%
Branch,75+ years,NH White,At Least One Dose,2835,3283,86.35%
Branch,75+ years,NH White,Up-To-Date,1170,3283,35.64%
Branch,under 5 years,NH White,At Least One Dose,36,2365,1.52%
Calhoun,12-15 years,Hispanic,At Least One Dose,271,602,45.02%
Calhoun,12-15 years,Hispanic,Up-To-Date,40,602,6.64%
Calhoun,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,99,177,55.93%
Calhoun,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,15,177,8.47%
Calhoun,12-15 years,NH Black,At Least One Dose,229,990,23.13%
Calhoun,12-15 years,NH Black,Up-To-Date,30,990,3.03%
Calhoun,12-15 years,NH White,At Least One Dose,1590,4805,33.09%
Calhoun,12-15 years,NH White,Up-To-Date,240,4805,4.99%
Calhoun,16-19 years,Hispanic,At Least One Dose,348,596,58.39%
Calhoun,16-19 years,Hispanic,Up-To-Date,60,596,10.07%
Calhoun,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,83,181,45.86%
Calhoun,16-19 years,NH Black,At Least One Dose,284,941,30.18%
Calhoun,16-19 years,NH Black,Up-To-Date,40,941,4.25%
Calhoun,16-19 years,NH White,At Least One Dose,2084,4809,43.34%
Calhoun,16-19 years,NH White,Up-To-Date,311,4809,6.47%
Calhoun,20-29 years,Hispanic,At Least One Dose,563,1297,43.41%
Calhoun,20-29 years,Hispanic,Up-To-Date,56,1297,4.32%
Calhoun,20-29 years,NH American Indian/Alaska Native,At Least One Dose,52,99,52.53%
Calhoun,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,208,611,34.04%
Calhoun,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,30,611,4.91%
Calhoun,20-29 years,NH Black,At Least One Dose,863,2018,42.77%
Calhoun,20-29 years,NH Black,Up-To-Date,63,2018,3.12%
Calhoun,20-29 years,NH White,At Least One Dose,5127,11955,42.89%
Calhoun,20-29 years,NH White,Up-To-Date,643,11955,5.38%
Calhoun,30-39 years,Hispanic,At Least One Dose,546,1022,53.42%
Calhoun,30-39 years,Hispanic,Up-To-Date,62,1022,6.07%
Calhoun,30-39 years,NH American Indian/Alaska Native,At Least One Dose,79,83,95.18%
Calhoun,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,347,706,49.15%
Calhoun,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,55,706,7.79%
Calhoun,30-39 years,NH Black,At Least One Dose,859,1718,50%
Calhoun,30-39 years,NH Black,Up-To-Date,95,1718,5.53%
Calhoun,30-39 years,NH White,At Least One Dose,5438,11677,46.57%
Calhoun,30-39 years,NH White,Up-To-Date,916,11677,7.84%
Calhoun,40-49 years,Hispanic,At Least One Dose,584,908,64.32%
Calhoun,40-49 years,Hispanic,Up-To-Date,94,908,10.35%
Calhoun,40-49 years,NH American Indian/Alaska Native,At Least One Dose,61,75,81.33%
Calhoun,40-49 years,NH American Indian/Alaska Native,Up-To-Date,11,75,14.67%
Calhoun,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,329,532,61.84%
Calhoun,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,59,532,11.09%
Calhoun,40-49 years,NH Black,At Least One Dose,823,1429,57.59%
Calhoun,40-49 years,NH Black,Up-To-Date,117,1429,8.19%
Calhoun,40-49 years,NH White,At Least One Dose,6245,11872,52.6%
Calhoun,40-49 years,NH White,Up-To-Date,1226,11872,10.33%
Calhoun,5-11 years,Hispanic,At Least One Dose,206,1074,19.18%
Calhoun,5-11 years,Hispanic,Up-To-Date,51,1074,4.75%
Calhoun,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,201,473,42.49%
Calhoun,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,51,473,10.78%
Calhoun,5-11 years,NH Black,At Least One Dose,211,1824,11.57%
Calhoun,5-11 years,NH Black,Up-To-Date,36,1824,1.97%
Calhoun,5-11 years,NH White,At Least One Dose,1454,7612,19.1%
Calhoun,5-11 years,NH White,Up-To-Date,294,7612,3.86%
Calhoun,50-64 years,Hispanic,At Least One Dose,744,845,88.05%
Calhoun,50-64 years,Hispanic,Up-To-Date,188,845,22.25%
Calhoun,50-64 years,NH American Indian/Alaska Native,At Least One Dose,115,160,71.88%
Calhoun,50-64 years,NH American Indian/Alaska Native,Up-To-Date,34,160,21.25%
Calhoun,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,322,444,72.52%
Calhoun,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,88,444,19.82%
Calhoun,50-64 years,NH Black,At Least One Dose,1797,2292,78.4%
Calhoun,50-64 years,NH Black,Up-To-Date,495,2292,21.6%
Calhoun,50-64 years,NH White,At Least One Dose,12990,21460,60.53%
Calhoun,50-64 years,NH White,Up-To-Date,3867,21460,18.02%
Calhoun,65-74 years,Hispanic,At Least One Dose,250,285,87.72%
Calhoun,65-74 years,Hispanic,Up-To-Date,107,285,37.54%
Calhoun,65-74 years,NH American Indian/Alaska Native,At Least One Dose,50,58,86.21%
Calhoun,65-74 years,NH American Indian/Alaska Native,Up-To-Date,16,58,27.59%
Calhoun,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,114,167,68.26%
Calhoun,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,53,167,31.74%
Calhoun,65-74 years,NH Black,At Least One Dose,1107,1125,98.4%
Calhoun,65-74 years,NH Black,Up-To-Date,501,1125,44.53%
Calhoun,65-74 years,NH White,At Least One Dose,9597,12265,78.25%
Calhoun,65-74 years,NH White,Up-To-Date,4348,12265,35.45%
Calhoun,75+ years,Hispanic,At Least One Dose,154,161,95.65%
Calhoun,75+ years,Hispanic,Up-To-Date,63,161,39.13%
Calhoun,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,75,129,58.14%
Calhoun,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,44,129,34.11%
Calhoun,75+ years,NH Black,At Least One Dose,713,735,97.01%
Calhoun,75+ years,NH Black,Up-To-Date,302,735,41.09%
Calhoun,75+ years,NH White,At Least One Dose,8257,8707,94.83%
Calhoun,75+ years,NH White,Up-To-Date,3978,8707,45.69%
Calhoun,under 5 years,Hispanic,At Least One Dose,31,649,4.78%
Calhoun,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,21,327,6.42%
Calhoun,under 5 years,NH Black,At Least One Dose,59,1202,4.91%
Calhoun,under 5 years,NH Black,Up-To-Date,17,1202,1.41%
Calhoun,under 5 years,NH White,At Least One Dose,335,5225,6.41%
Calhoun,under 5 years,NH White,Up-To-Date,89,5225,1.7%
Cass,12-15 years,Hispanic,At Least One Dose,47,213,22.07%
Cass,12-15 years,NH Black,At Least One Dose,32,152,21.05%
Cass,12-15 years,NH White,At Least One Dose,322,2056,15.66%
Cass,12-15 years,NH White,Up-To-Date,33,2056,1.61%
Cass,16-19 years,Hispanic,At Least One Dose,78,160,48.75%
Cass,16-19 years,NH Black,At Least One Dose,34,162,20.99%
Cass,16-19 years,NH White,At Least One Dose,523,1949,26.83%
Cass,16-19 years,NH White,Up-To-Date,46,1949,2.36%
Cass,20-29 years,Hispanic,At Least One Dose,212,348,60.92%
Cass,20-29 years,Hispanic,Up-To-Date,32,348,9.2%
Cass,20-29 years,NH American Indian/Alaska Native,At Least One Dose,22,70,31.43%
Cass,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,17,50,34%
Cass,20-29 years,NH Black,At Least One Dose,126,314,40.13%
Cass,20-29 years,NH White,At Least One Dose,1205,4226,28.51%
Cass,20-29 years,NH White,Up-To-Date,95,4226,2.25%
Cass,30-39 years,Hispanic,At Least One Dose,191,298,64.09%
Cass,30-39 years,Hispanic,Up-To-Date,30,298,10.07%
Cass,30-39 years,NH American Indian/Alaska Native,At Least One Dose,41,62,66.13%
Cass,30-39 years,NH Black,At Least One Dose,80,239,33.47%
Cass,30-39 years,NH White,At Least One Dose,1118,4559,24.52%
Cass,30-39 years,NH White,Up-To-Date,134,4559,2.94%
Cass,40-49 years,Hispanic,At Least One Dose,163,236,69.07%
Cass,40-49 years,Hispanic,Up-To-Date,23,236,9.75%
Cass,40-49 years,NH American Indian/Alaska Native,At Least One Dose,22,54,40.74%
Cass,40-49 years,NH Black,At Least One Dose,115,212,54.25%
Cass,40-49 years,NH White,At Least One Dose,1368,5151,26.56%
Cass,40-49 years,NH White,Up-To-Date,173,5151,3.36%
Cass,5-11 years,Hispanic,At Least One Dose,23,376,6.12%
Cass,5-11 years,NH Black,At Least One Dose,14,243,5.76%
Cass,5-11 years,NH White,At Least One Dose,288,3160,9.11%
Cass,5-11 years,NH White,Up-To-Date,31,3160,0.98%
Cass,50-64 years,Hispanic,At Least One Dose,158,202,78.22%
Cass,50-64 years,Hispanic,Up-To-Date,32,202,15.84%
Cass,50-64 years,NH American Indian/Alaska Native,At Least One Dose,47,98,47.96%
Cass,50-64 years,NH American Indian/Alaska Native,Up-To-Date,19,98,19.39%
Cass,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,25,72,34.72%
Cass,50-64 years,NH Black,At Least One Dose,283,391,72.38%
Cass,50-64 years,NH Black,Up-To-Date,56,391,14.32%
Cass,50-64 years,NH White,At Least One Dose,3657,10168,35.97%
Cass,50-64 years,NH White,Up-To-Date,698,10168,6.86%
Cass,65-74 years,Hispanic,At Least One Dose,72,82,87.8%
Cass,65-74 years,Hispanic,Up-To-Date,16,82,19.51%
Cass,65-74 years,NH American Indian/Alaska Native,At Least One Dose,28,64,43.75%
Cass,65-74 years,NH American Indian/Alaska Native,Up-To-Date,11,64,17.19%
Cass,65-74 years,NH Black,At Least One Dose,179,228,78.51%
Cass,65-74 years,NH Black,Up-To-Date,61,228,26.75%
Cass,65-74 years,NH White,At Least One Dose,3089,6209,49.75%
Cass,65-74 years,NH White,Up-To-Date,1025,6209,16.51%
Cass,75+ years,NH Black,At Least One Dose,173,178,97.19%
Cass,75+ years,NH Black,Up-To-Date,39,178,21.91%
Cass,75+ years,NH White,At Least One Dose,2527,3925,64.38%
Cass,75+ years,NH White,Up-To-Date,854,3925,21.76%
Cass,under 5 years,NH White,At Least One Dose,27,1906,1.42%
Charlevoix,12-15 years,NH White,At Least One Dose,387,1043,37.1%
Charlevoix,12-15 years,NH White,Up-To-Date,75,1043,7.19%
Charlevoix,16-19 years,NH White,At Least One Dose,558,990,56.36%
Charlevoix,16-19 years,NH White,Up-To-Date,82,990,8.28%
Charlevoix,20-29 years,Hispanic,At Least One Dose,48,55,87.27%
Charlevoix,20-29 years,NH American Indian/Alaska Native,At Least One Dose,22,54,40.74%
Charlevoix,20-29 years,NH White,At Least One Dose,1202,2358,50.98%
Charlevoix,20-29 years,NH White,Up-To-Date,121,2358,5.13%
Charlevoix,30-39 years,Hispanic,At Least One Dose,42,65,64.62%
Charlevoix,30-39 years,NH White,At Least One Dose,1337,2419,55.27%
Charlevoix,30-39 years,NH White,Up-To-Date,211,2419,8.72%
Charlevoix,40-49 years,Hispanic,At Least One Dose,28,55,50.91%
Charlevoix,40-49 years,NH White,At Least One Dose,1369,2371,57.74%
Charlevoix,40-49 years,NH White,Up-To-Date,314,2371,13.24%
Charlevoix,5-11 years,NH White,At Least One Dose,349,1571,22.22%
Charlevoix,5-11 years,NH White,Up-To-Date,57,1571,3.63%
Charlevoix,50-64 years,Hispanic,At Least One Dose,52,55,94.55%
Charlevoix,50-64 years,Hispanic,Up-To-Date,15,55,27.27%
Charlevoix,50-64 years,NH American Indian/Alaska Native,At Least One Dose,55,89,61.8%
Charlevoix,50-64 years,NH American Indian/Alaska Native,Up-To-Date,21,89,23.6%
Charlevoix,50-64 years,NH White,At Least One Dose,3513,5757,61.02%
Charlevoix,50-64 years,NH White,Up-To-Date,1149,5757,19.96%
Charlevoix,65-74 years,NH White,At Least One Dose,3278,3765,87.07%
Charlevoix,65-74 years,NH White,Up-To-Date,1718,3765,45.63%
Charlevoix,75+ years,NH White,At Least One Dose,2710,2598,104.31%
Charlevoix,75+ years,NH White,Up-To-Date,1456,2598,56.04%
Charlevoix,under 5 years,NH White,At Least One Dose,83,1006,8.25%
Cheboygan,12-15 years,NH White,At Least One Dose,247,858,28.79%
Cheboygan,12-15 years,NH White,Up-To-Date,41,858,4.78%
Cheboygan,16-19 years,NH White,At Least One Dose,341,903,37.76%
Cheboygan,16-19 years,NH White,Up-To-Date,45,903,4.98%
Cheboygan,20-29 years,Hispanic,At Least One Dose,47,53,88.68%
Cheboygan,20-29 years,NH American Indian/Alaska Native,At Least One Dose,39,102,38.24%
Cheboygan,20-29 years,NH White,At Least One Dose,864,2131,40.54%
Cheboygan,20-29 years,NH White,Up-To-Date,79,2131,3.71%
Cheboygan,30-39 years,Hispanic,At Least One Dose,31,57,54.39%
Cheboygan,30-39 years,NH American Indian/Alaska Native,At Least One Dose,35,77,45.45%
Cheboygan,30-39 years,NH White,At Least One Dose,836,2099,39.83%
Cheboygan,30-39 years,NH White,Up-To-Date,84,2099,4%
Cheboygan,40-49 years,NH American Indian/Alaska Native,At Least One Dose,30,80,37.5%
Cheboygan,40-49 years,NH White,At Least One Dose,977,2391,40.86%
Cheboygan,40-49 years,NH White,Up-To-Date,166,2391,6.94%
Cheboygan,5-11 years,NH White,At Least One Dose,166,1271,13.06%
Cheboygan,5-11 years,NH White,Up-To-Date,19,1271,1.49%
Cheboygan,50-64 years,NH American Indian/Alaska Native,At Least One Dose,50,138,36.23%
Cheboygan,50-64 years,NH White,At Least One Dose,2667,5605,47.58%
Cheboygan,50-64 years,NH White,Up-To-Date,725,5605,12.93%
Cheboygan,65-74 years,NH American Indian/Alaska Native,At Least One Dose,28,87,32.18%
Cheboygan,65-74 years,NH American Indian/Alaska Native,Up-To-Date,11,87,12.64%
Cheboygan,65-74 years,NH White,At Least One Dose,2603,4007,64.96%
Cheboygan,65-74 years,NH White,Up-To-Date,1223,4007,30.52%
Cheboygan,75+ years,NH White,At Least One Dose,2077,2781,74.69%
Cheboygan,75+ years,NH White,Up-To-Date,1010,2781,36.32%
Cheboygan,under 5 years,NH White,At Least One Dose,24,830,2.89%
Chippewa,12-15 years,NH American Indian/Alaska Native,At Least One Dose,127,399,31.83%
Chippewa,12-15 years,NH American Indian/Alaska Native,Up-To-Date,13,399,3.26%
Chippewa,12-15 years,NH White,At Least One Dose,372,888,41.89%
Chippewa,12-15 years,NH White,Up-To-Date,41,888,4.62%
Chippewa,16-19 years,NH American Indian/Alaska Native,At Least One Dose,193,380,50.79%
Chippewa,16-19 years,NH American Indian/Alaska Native,Up-To-Date,22,380,5.79%
Chippewa,16-19 years,NH Black,At Least One Dose,12,57,21.05%
Chippewa,16-19 years,NH White,At Least One Dose,483,1074,44.97%
Chippewa,16-19 years,NH White,Up-To-Date,41,1074,3.82%
Chippewa,20-29 years,Hispanic,At Least One Dose,41,130,31.54%
Chippewa,20-29 years,NH American Indian/Alaska Native,At Least One Dose,466,1019,45.73%
Chippewa,20-29 years,NH American Indian/Alaska Native,Up-To-Date,40,1019,3.93%
Chippewa,20-29 years,NH Black,At Least One Dose,31,679,4.57%
Chippewa,20-29 years,NH White,At Least One Dose,1071,3353,31.94%
Chippewa,20-29 years,NH White,Up-To-Date,83,3353,2.48%
Chippewa,30-39 years,Hispanic,At Least One Dose,53,125,42.4%
Chippewa,30-39 years,NH American Indian/Alaska Native,At Least One Dose,387,653,59.26%
Chippewa,30-39 years,NH American Indian/Alaska Native,Up-To-Date,52,653,7.96%
Chippewa,30-39 years,NH Black,At Least One Dose,62,812,7.64%
Chippewa,30-39 years,NH White,At Least One Dose,1055,2846,37.07%
Chippewa,30-39 years,NH White,Up-To-Date,133,2846,4.67%
Chippewa,40-49 years,Hispanic,At Least One Dose,29,104,27.88%
Chippewa,40-49 years,NH American Indian/Alaska Native,At Least One Dose,338,630,53.65%
Chippewa,40-49 years,NH American Indian/Alaska Native,Up-To-Date,50,630,7.94%
Chippewa,40-49 years,NH Black,At Least One Dose,106,563,18.83%
Chippewa,40-49 years,NH White,At Least One Dose,1096,2782,39.4%
Chippewa,40-49 years,NH White,Up-To-Date,174,2782,6.25%
Chippewa,5-11 years,Hispanic,At Least One Dose,14,110,12.73%
Chippewa,5-11 years,NH American Indian/Alaska Native,At Least One Dose,140,634,22.08%
Chippewa,5-11 years,NH White,At Least One Dose,313,1567,19.97%
Chippewa,5-11 years,NH White,Up-To-Date,29,1567,1.85%
Chippewa,50-64 years,Hispanic,At Least One Dose,43,102,42.16%
Chippewa,50-64 years,Hispanic,Up-To-Date,11,102,10.78%
Chippewa,50-64 years,NH American Indian/Alaska Native,At Least One Dose,488,888,54.95%
Chippewa,50-64 years,NH American Indian/Alaska Native,Up-To-Date,134,888,15.09%
Chippewa,50-64 years,NH Black,At Least One Dose,96,321,29.91%
Chippewa,50-64 years,NH Black,Up-To-Date,17,321,5.3%
Chippewa,50-64 years,NH White,At Least One Dose,2386,5243,45.51%
Chippewa,50-64 years,NH White,Up-To-Date,582,5243,11.1%
Chippewa,65-74 years,NH American Indian/Alaska Native,At Least One Dose,207,370,55.95%
Chippewa,65-74 years,NH American Indian/Alaska Native,Up-To-Date,77,370,20.81%
Chippewa,65-74 years,NH White,At Least One Dose,1798,3371,53.34%
Chippewa,65-74 years,NH White,Up-To-Date,792,3371,23.49%
Chippewa,75+ years,NH American Indian/Alaska Native,At Least One Dose,88,202,43.56%
Chippewa,75+ years,NH American Indian/Alaska Native,Up-To-Date,39,202,19.31%
Chippewa,75+ years,NH White,At Least One Dose,1336,2479,53.89%
Chippewa,75+ years,NH White,Up-To-Date,605,2479,24.41%
Chippewa,under 5 years,NH American Indian/Alaska Native,At Least One Dose,17,429,3.96%
Chippewa,under 5 years,NH White,At Least One Dose,16,936,1.71%
Clare,12-15 years,NH White,At Least One Dose,246,1286,19.13%
Clare,12-15 years,NH White,Up-To-Date,29,1286,2.26%
Clare,16-19 years,NH White,At Least One Dose,355,1117,31.78%
Clare,16-19 years,NH White,Up-To-Date,29,1117,2.6%
Clare,20-29 years,Hispanic,At Least One Dose,34,92,36.96%
Clare,20-29 years,NH White,At Least One Dose,838,2807,29.85%
Clare,20-29 years,NH White,Up-To-Date,62,2807,2.21%
Clare,30-39 years,Hispanic,At Least One Dose,31,81,38.27%
